sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"DJF12","Drill Jobber Few 12.0mm",,"R 155.20","155.2","179","205.85","13.3","23.8","1","Yes","Yes"
"DJF14","Drill Jobber Few 14.0mm",,"R 73.89","12.32","230","264.5","94.64","217.68","12","Yes","Yes"
"DJF16","Drill Jobber Few 16.0mm",,"R 0.00","0","275","316.25","0","275","10","Yes","Yes"
"DJF55","Drill Jobber Few 5,5mm",,"R 0.00","0","33","37.95","0","33","-5","Yes","Yes"
"DJF7","Drill Jobber Few 7.0mm",,"R 109.87","48.64","56","64.4","13.14","7.36","6","Yes","Yes"
"DJF8","Drill Jobber Few BF 8.00MM",,"R 128.25","128.25","62.24","71.58","-106.06","-66.01","-19","Yes","Yes"
"DJF85","Drill Jobber Few 8,5mm",,"R 56.25","36.16","76","87.4","52.42","39.84","9","Yes","Yes"
"Djs3","Drill Jobber SOM BF 3mm",,"R 18.80","18.8","11","12.65","-70.91","-7.8","2","Yes","Yes"
"Dm12ill","Drill Bit M12 20mm",,"R 0.00","0","772.77","888.69","0","772.77","5","Yes","Yes"
"DMFFP","Dust Mask FFP2",,"R 57.99","3.48","99","113.85","96.48","95.52","34","Yes","Yes"
"DMIK","Doom Multi Insect Killer 300ml",,"R 0.00","0","55.9","64.28","0","55.9","8","Yes","Yes"
"DMP200","Dinse Male Plug 10/25 200A",,"R 0.00","0","30","34.5","0","30","20","Yes","Yes"
"Dnts","Delicate Non-Scratch Scrub Sponge-ScotchBrite(3/pack)",,"R 0.00","0","29.4","33.81","0","29.4","5","Yes","Yes"
"Dp5","Dromex PU5 Cut5 Flove Synthetic Nitrile Latex",,"R 0.00","0","41.6","47.84","0","41.6","1000","Yes","Yes"
"DP660","Dowel Pin 6x60mm [Per 100]",,"R 7.39","7.18","678","779.7","98.94","670.82","51.5","Yes","Yes"
"DP845","Dowel Pin 8x45mm [Per 100]",,"R 10.58","10.27","871","1001.65","98.82","860.73","51.5","Yes","Yes"
"DPB","Dustpan and Broom Set",,"R 25.68","10.27","67","77.05","84.67","56.73","5","Yes","Yes"
"DPB9v","Duracell Plus Battery 9V 1 Pack",,"R 0.00","0","130","149.5","0","130","-10","Yes","Yes"
"Dr1015","Drill Redshnk SOM 10x15",,"R 0.00","0","345","396.75","0","345","0","Yes","Yes"
"Dr1016","Drill Redshnk SOM 10x16",,"R 0.00","0","361","415.15","0","361","0","Yes","Yes"
"DRCS","Double Roller Catch",,"R 38.00","6.97","4.99","5.74","-39.68","-1.98","60","Yes","Yes"
"DRDMS2","Dust Mask FFP2 Valved 1720 DRA (15) - Plastering, Sanding, Non Volatile Liquids NFP 12",,"R 0.00","0","480","552","0","480","0","Yes","Yes"
"DREP","Dromex Re-use Sear Plug",,"R 0.00","0","4.23","4.86","0","4.23","-20","Yes","Yes"
"Drs1014","Drill Redshk SOM 10x14",,"R 0.00","0","298","342.7","0","298","-2","Yes","Yes"
"DRS16","Drill Red Shank FEW 16,00mm",,"R 242.40","80.8","285","327.75","71.65","204.2","12","Yes","Yes"
"Drs18","Drill Red Shank Few 18.00mm",,"R 386.40","220.8","478","549.7","53.81","257.2","7","Yes","Yes"
"Drs20","Drill Red Shank FEW 20mm",,"R 505.36","168.45","625","718.75","73.05","456.55","12","Yes","Yes"
"DRs245","Drill Red Shank FEW 24.5mm",,"R 0.00","0","920","1058","0","920","5","Yes","Yes"
"DRSFw14","Drill Red Shank FEW 14.00mm",,"R 198.72","66.24","233","267.95","71.57","166.76","12","Yes","Yes"
"DRTG","24mmx30m Double sided Tape RDA (36 in a Box)",,"R 0.00","0","1386","1593.9","0","1386","-1","Yes","Yes"
"Ds2x3","Drop Sheet 2x3m (30Mcm)",,"R 0.00","0","36","41.4","0","36","5","Yes","Yes"
"Ds456810","DRILL SET CONCRETE ALP H/D 4-5-6-8-10mm",,"R 0.00","0","250","287.5","0","250","10","Yes","Yes"
"DS5LA","Distilled Water 5 Litre",,"R 0.00","0","60","69","0","60","1","Yes","Yes"
"DS600055024","Drill SDS + 600x550 24mm",,"R 0.00","0","1050","1207.5","0","1050","5","Yes","Yes"
"DSA16","Drill SDS + ALP 160 x100 16MM",,"R 0.00","0","205","235.75","0","205","2","Yes","Yes"
"DSA1601005","Drill SDS+ALP 160x100 5mm",,"R 35.46","11.82","74","85.1","84.03","62.18","3","Yes","Yes"
"DSA1608","Drill SDS+ ALP 160x100 8mm",,"R 13.56","13.56","75","86.25","81.92","61.44","2","Yes","Yes"
"DSA1O","Drill SDS+ALP 160x100 10mm",,"R 0.00","0","86","98.9","0","86","1","Yes","Yes"
"DSB10","DRILL BUSH HEADED LONG 10MM",,"R 80.47","377.19","96.56","111.04","-290.63","-280.63","48","Yes","Yes"
"DSC7579","Drill solid carbide 7.5mm x79mm",,"R 0.00","0","909","1045.35","0","909","1000","Yes","Yes"
"DSC7591","Drill solid carbide 7.5 x 91mm",,"R 0.00","0","1100","1265","0","1100","1000","Yes","Yes"
"DSCRS619","Drywall Screw CRS 6x19",,"R 20.93","20.93","23.5","27.03","10.94","2.57","-24","Yes","Yes"
"DSCRS632","Drywall Screw CRS 6x32",,"R 7.50","0.51","26.5","30.47","98.08","25.99","989","Yes","Yes"
"DSCRS6x16","Drywall screw CRS 6x16",,"R 6.00","0.01","20","23","99.95","19.99","9953","Yes","Yes"
"DSCRSS625","Drywall Screw CRS 6x25",,"R 5.00","0.54","22.5","25.87","97.6","21.96","973","Yes","Yes"
"DSDS1606m","Drill SDS+ALP 160x100 6mm",,"R 12.11","12.11","90","103.5","86.54","77.89","-5","Yes","Yes"
"DSDS72W","DRILL BOSCH SDS+ 3MODE 72W 22mm",,"R 12.01","6.01","2180","2507","99.72","2173.99","2","Yes","Yes"
"DSF5","Drill Stub D/E BF Few 5.0mm",,"R 0.00","0","37.5","43.13","0","37.5","75","Yes","Yes"
"DSRS225","Drill Redshk SOM 1/2 x 22.5",,"R 0.00","0","650","747.5","0","650","5","Yes","Yes"
"DSS11305","Drill SET SOMTA 1-13x0.5mm BR/F",,"R 0.00","0","1200","1380","0","1200","5","Yes","Yes"
"Dst10ppg","Driver Bit Set 10 Pieces, Phillips, Pozidriv, Slotted, Torx",,"R 0.00","0","187","215.05","0","187","5","Yes","Yes"
"DST2430","Double Sided Tape 24x30M",,"R 0.00","0","500","575","0","500","2","Yes","Yes"
"DST24320","Double Sided Tape 24x3x25m",,"R 117.65","117.65","235","270.25","49.94","117.35","-116","Yes","Yes"
"DSTC","Double Sided Tape Carpet 48mm x 25M",,"R 50.32","35.94","138","158.7","73.96","102.06","14","Yes","Yes"
"DSTc4825","Double Sided Tape Carpet 48mmx25M",,"R 50.32","50.32","132","151.8","61.88","81.68","9","Yes","Yes"
"DSTP","Blue and White Double sided tapes (20 in a Box)",,"R 0.00","0","2384.23","2741.86","0","2384.23","0","Yes","Yes"
"DSTW","Tape double sided T/W 24x25m ea",,"R 95.20","4.16","165","189.75","97.48","160.84","883","Yes","Yes"
"DSXL","XL Disposable Suit 1 Piece L/D FLCE",,"R 0.00","0","64.13","73.75","0","64.13","-20","Yes","Yes"
"DUS200","70 Litre Dustbin",,"R 0.00","0","188.23","216.46","0","188.23","-2","Yes","Yes"
"DW5LNF","Distilled Water 5L",,"R 0.00","0","109.19","125.57","0","109.19","3","Yes","Yes"
"DWM20","Din Washer M20 37x3",,"R 0.00","0","235.2","270.48","0","235.2","0","Yes","Yes"
"DWS6x41","Drywall Screw CRS 6x41",,"R 12.46","12.46","32.05","36.86","61.12","19.59","9.8","Yes","Yes"
"Dws8x50","Drywall ScrewCRS 8x50",,"R 0.00","0","53","60.95","0","53","4","Yes","Yes"
"Dx160100","Drill XL BF FEW 6x200x150FL",,"R 0.00","0","305","350.75","0","305","2","Yes","Yes"
"EA2012","Rivet Aluminium 4012 (each)",,"R 0.00","0","0.13","0.15","0","0.13","100","Yes","Yes"
"EB4x4","PVC Extension box 4x4",,"R 0.00","0","24","27.6","0","24","1000","Yes","Yes"
"EBG15","Elbow Galvanised 15x1/2M",,"R 0.00","0","19.99","22.99","0","19.99","-2","Yes","Yes"
"ebm6100","Eye bolts M6x100",,"R 0.00","0","10.99","12.64","0","10.99","-100","Yes","Yes"
"Ebm68","Eye bolts M6x80",,"R 0.00","0","9.38","10.79","0","9.38","0","Yes","Yes"
"EBOP","EYE BOLT/DROP FORGED/DIN580/08MM/0.14T",,"R 0.00","0","9.53","10.96","0","9.53","-4","Yes","Yes"
"EC22M","End Cap 22mm",,"R 3.00","3","0","0","0","-3","5","Yes","Yes"
"Ec25","End Cap 25mm I/S",,"R 0.00","0","2.12","2.44","0","2.12","-2990","Yes","Yes"
"EC500","Earth Clamp 500 amp",,"R 0.00","0","140","161","0","140","0","Yes","Yes"
"ECA","End Cap Angle",,"R 0.00","0","5","5.75","0","5","10","Yes","Yes"
"ECI35m","End Cap Round Inside 35mm",,"R 0.00","0","4.35","5","0","4.35","30","Yes","Yes"
"ECIS","25MM M10 Threaded End Cap Inside SQR",,"R 5.48","2.74","6.99","8.04","60.8","4.25","100","Yes","Yes"
"ECR16M","End Cap Round 16mm outside",,"R 0.73","0.73","1.9","2.18","61.58","1.17","0","Yes","Yes"
"ECR32I","End Cap Round Inside 32mm",,"R 0.00","0","4.45","5.12","0","4.45","30","Yes","Yes"
"ECR35OS","End Cap Round Outside 35mm",,"R 0.00","0","4.4","5.06","0","4.4","30","Yes","Yes"
"ECTPR1916","End Cap Tube Plug Round 19/16",,"R 0.75","0.75","1.9","2.19","60.53","1.15","-200","Yes","Yes"
"ECx2","End Cap x2",,"R 224.25","224.25","291.53","335.26","23.08","67.28","2","Yes","Yes"
"Ef24","Endmill FEW 4FL TS CO8 24",,"R 1,579.44","526.48","1969","2264.35","73.26","1442.52","3","Yes","Yes"
"Ef30","Endmill FEW 4FL TS CO8 30",,"R 2,318.24","1123.42","2710","3116.5","58.55","1586.58","4","Yes","Yes"
"Efm660","Eyebolt Fabr M6x60 (each)",,"R 0.00","0","12.5","14.37","0","12.5","-90","Yes","Yes"
"Efm670","Eyebolt Fabr M6x70",,"R 0.00","0","12","13.8","0","12","-195","Yes","Yes"
"EG12v","Eurolux G801WW Outdoor 3m DIY IP65 12V LED Strip light Warm White",,"R 0.00","0","415","477.25","0","415","5","Yes","Yes"
"Em24123","Exp Metals 2.4x1.2 3mm",,"R 462.50","92.5","899","1033.85","89.71","806.5","5","Yes","Yes"
"ENM12","M12 Eye Nut Comm[0.34T] Each",,"R 30.98","8.85","28.5","32.77","68.95","19.65","7","Yes","Yes"
"EPB5l","Enamel Black Paint 5 litre",,"R 0.00","0","570","655.5","0","570","4","Yes","Yes"
"EPFC","Ear plug foam with cord",,"R 2.74","2.7","3.6","4.14","25","0.9","600","Yes","Yes"
"EPX","Epoxy",,"R 115.50","125.5","164.45","189.12","23.69","38.95","11","Yes","Yes"
"ERR1l","Evapo-Rust Rust Remover 1Lt",,"R 0.00","0","199","228.85","0","199","0","Yes","Yes"
"ERR5L","Evapo-Rust Rust Remover 5Lt",,"R 0.00","0","620","713","0","620","0","Yes","Yes"
"ERSB25","Extension Reel Steel Black 30MX2.5MM 16A",,"R 1,122.02","112.2","1512.81","1739.73","92.58","1400.61","10","Yes","Yes"
"ES300","TGD 300m Square Engineering",,"R 339.36","339.36","681.23","783.41","50.18","341.87","0","Yes","Yes"
"ESM24","304 Stainless Steel Expanded Metal 2.4x1.2M",,"R 0.00","0","7499","8623.85","0","7499","1","Yes","Yes"
"EW","ECONO WIPES",,"R 104.35","104.35","0","0","0","-104.35","1","Yes","Yes"
"EWST","50 NB UPVC Pressure Pipe cl12",,"R 0.00","0","287.78","330.95","0","287.78","-1","Yes","Yes"
"EXT10M","10M WHITE EXTENSION CORD 10A",,"R 47.01","47.01","269.76","310.22","82.57","222.75","-7","Yes","Yes"
"EXWSS","M8 Star Washer SS Ext",,"R 0.00","0","17.88","20.56","0","17.88","0","Yes","Yes"
"F152E","Flat White Surfx Cable 1.5x2E",,"R 10.60","7.57","17.99","20.69","57.92","10.42","70","Yes","Yes"
"F15pm","Ferrule Aluminium Wire Rope 1.5mm (per meter)",,"R 0.45","0.43","122","140.3","99.65","121.57","90","Yes","Yes"
"FA15NF","Ferrules Aluminum 1.5mm",,"R 0.00","0","0.8","0.92","0","0.8","700","Yes","Yes"
"Fabr","First Aid Box Refill",,"R 165.75","165.75","465","534.75","64.35","299.25","5","Yes","Yes"
"FAR2C250","FILE AFILE ROUND 2ND CUT 250MM",,"R 158.18","39.55","139","159.85","71.55","99.45","4","Yes","Yes"
"FAR6","Ferrule Aluminium Wire Rope 6mm(Per 100)",,"R 0.00","0","460","529","0","460","0.8","Yes","Yes"
"FAS2C250","FILE AFILE SQUARE 2ND CUT 250MM",,"R 0.00","0","158.99","182.84","0","158.99","3","Yes","Yes"
"FAWR2","Ferrule Aluminium Wire Rope 2mm(Per 100)",,"R 0.68","0.58","131","150.65","99.56","130.42","1401.75","Yes","Yes"
"FB50010","Fuse Bottle 500V 10A",,"R 14.50","14.5","44","50.6","67.05","29.5","10","Yes","Yes"
"FB50016","Fuse Bottle 500V 16A",,"R 14.50","14.5","44","50.6","67.05","29.5","10","Yes","Yes"
"FB50020","Fuse Bottle 500V 20A",,"R 14.50","14.5","44","50.6","67.05","29.5","10","Yes","Yes"
"FB50035","Fuse Bottle 500V 35A",,"R 16.50","16.5","44","50.6","62.5","27.5","10","Yes","Yes"
"FC45015","Flexi Connector 450x15 SABS FxF",,"R 65.29","46.39","98","112.7","52.66","51.61","15","Yes","Yes"
"FD2G","2GIG Flash Drive",,"R 0.00","0","79.99","91.99","0","79.99","-3","Yes","Yes"
"FES","Fire Extinguisher Sign 190 x 190",,"R 0.00","0","40","46","0","40","-34","Yes","Yes"
"FESDF500","JOINING MACHINE DF500 Q-SET DOMINO",,"R 0.00","0","27860","32039","0","27860","0","Yes","Yes"
"FF","Fan floor eurolux F23sc",,"R 0.00","0","2200","2530","0","2200","-6","Yes","Yes"
"FFA","Heavy Duty Floor Fan",,"R 0.00","0","4051.2","4658.88","0","4051.2","10","Yes","Yes"
"Ffp1","FFP 1 Protective Mask",,"R 55.86","1.68","90","103.5","98.13","88.32","93","Yes","Yes"
"FFP2M","FFP2 Mask(p/box)",,"R 57.19","10.56","65","74.75","83.75","54.44","73","Yes","Yes"
"FG100m","Feeler Gauge 100mm",,"R 0.00","0","434.78","500","0","434.78","5","Yes","Yes"
"FG200","File Handle 200mm",,"R 22.88","11.44","18","20.7","36.44","6.56","2","Yes","Yes"
"FG32B","Feeler Gauges 32 Blades",,"R 0.00","0","69.12","79.49","0","69.12","5","Yes","Yes"
"FHF5l","FLASH HARRY FIBRE FLEX 5L",,"R 0.00","0","560","644","0","560","3","Yes","Yes"
"FHP10MM","Flexi horse pipe high pressure",,"R 0.00","0","72.96","83.9","0","72.96","997","Yes","Yes"
"FHR10","Fascor Hand Riveter FAS-FH10",,"R 0.00","0","297.5","342.13","0","297.5","1","Yes","Yes"
"FHW","Flash Harry Wonder Fill 5 Litre",,"R 0.00","0","445","511.75","0","445","9","Yes","Yes"
"FI300","Fischer Injection Mortar FIS-P-Plus-300",,"R 0.00","0","180","207","0","180","10","Yes","Yes"
"Fl","Fishing Line",,"R 12.00","10.59","179","205.85","94.08","168.41","34","Yes","Yes"
"Fls","Floor Lasher Scraper",,"R 0.00","0","442.5","508.87","0","442.5","4","Yes","Yes"
"FLST","200mm File set 5 pc",,"R 82.64","82.64","304.35","350","72.85","221.71","0","Yes","Yes"
"FLT","Fuse Link for use with LED Tube",,"R 7.34","7.35","12.45","14.32","40.96","5.1","10","Yes","Yes"
"FLTUBE-T8","Fluorescent Light Tube FLT-18-DL 18W 85-265VAC 50HZ 6500K 16/0522KL.3JHB",,"R 0.00","0","109.36","125.76","0","109.36","0","Yes","Yes"
"Fluo-light-T8","Fluorescent Light Tube FLT8-18-DL 18W 85-265VAC 50HZ 6500K 16/0522KL.3JHB",,"R 0.00","0","106.35","122.3","0","106.35","-10","Yes","Yes"
"FM","Flow Meter",,"R 0.00","0","753.1","866.07","0","753.1","1553","Yes","Yes"
"FNM6","Furniture Nut M6x11",,"R 100.00","25","95","109.25","73.68","70","2","Yes","Yes"
"FNTHD","Folding Nose Trolley - Stairclimber Heavy Duty - Large",,"R 0.00","0","3163.5","3638.02","0","3163.5","2","Yes","Yes"
"FP500","Epoxy Red Floor Paint 5L",,"R 0.00","0","1799","2068.85","0","1799","-1","Yes","Yes"
"FPN300","Funnel Plastic Nat 300mm H/D XL",,"R 0.00","0","365","419.75","0","365","1","Yes","Yes"
"FPT8PC","FIXMAN TRAY 8 PIECE SLOTTED AND PHILLIPS SCREWDRIVERS",,"R 0.00","0","671.3","772","0","671.3","0","Yes","Yes"
"FR150MM","150MM Round File",,"R 17.79","17.79","21.35","24.55","16.67","3.56","5","Yes","Yes"
"FRE11580","FLAP DISC ROUND EDGE A/O 115MM 80 GRIT FLAT",,"R 0.00","0","34.8","40.02","0","34.8","5","Yes","Yes"
"FS112","Foam Seal 1x1.2M Black",,"R 0.00","0","199","228.85","0","199","5","Yes","Yes"
"FSB","350ml Black Gloss Spray",,"R 0.00","0","39.5","45.42","0","39.5","500","Yes","Yes"
"FSB5004","Fuse Bottle 500V 4A",,"R 14.50","14.5","44","50.6","67.05","29.5","10","Yes","Yes"
"Fsnd6p","File Set Needle Diamond SEN 6 Piece",,"R 0.00","0","440","506","0","440","0","Yes","Yes"
"FSS615","5m Foam Stick and Seal 6x15mm",,"R 0.00","0","40","46","0","40","5","Yes","Yes"
"Ft25","Ferrule Tinned 2.5mm(per 100)",,"R 0.00","0","201","231.15","0","201","4","Yes","Yes"
"FT48M","Filament Tape 48mmX40m",,"R 43.50","3.07","89.5","102.93","96.57","86.43","982","Yes","Yes"
"Ftnutm4","FURNITURE T NUT M4",,"R 0.00","0","303","348.45","0","303","5","Yes","Yes"
"FWCS2E","Flat white cable surfix 2,5x2E",,"R 18.21","0.07","30","34.5","99.77","29.93","10000","Yes","Yes"
"FWM20","M20 FLAT WASHER FORM B Z/P",,"R 351.60","351.6","47.46","54.58","-640.83","-304.14","-9","Yes","Yes"
"FWM4","M4 FLAT WASHER FORM B Z/P",,"R 1.32","1.32","1.58","1.82","16.46","0.26","0","Yes","Yes"
"FXB155","Flexible Heat Resistant Ducting 76MMx3",,"R 0.00","0","150.63","173.22","0","150.63","0","Yes","Yes"
"G2543","GROMMET 25.4x3.2 x22.2mm [P/100]",,"R 23.93","44.05","700","805","93.71","655.95","4","Yes","Yes"
"GAPRV50m","GENEBRE ADJ PRESSURE RED VALVE FXF ADJ 0.5-5.5 BAR PN25 50mm 3318 0",,"R 99.13","49.57","5598.59","6438.38","99.11","5549.02","4","Yes","Yes"
"GAR550","Glove Rubber ACID-RES 550mm(H2-55)",,"R 0.00","0","110","126.5","0","110","2","Yes","Yes"
"GAS19","Flammable Gas Sign(290x290mm)",,"R 0.00","0","40.87","47","0","40.87","0","Yes","Yes"
"Gb45","GAL BEND 45 DEG 15MM",,"R 0.00","0","11","12.65","0","11","20","Yes","Yes"
"GBLB","GAS BLOWTRCH LPG KIT6 -BRAZE PNT",,"R 0.00","0","283","325.45","0","283","2","Yes","Yes"
"GBLO","Golden Blue Nitrile Gloves Box (X10)",,"R 510.00","510","663","762.45","23.08","153","-4","Yes","Yes"
"Gbm15","GAL BEND M/F 15MM",,"R 0.00","0","23","26.45","0","23","20","Yes","Yes"
"GBN15","GAL BARREL NIPPLE 15mm (1/2)",,"R 0.00","0","11","12.65","0","11","20","Yes","Yes"
"GBSD183","Bosch C/L Drill 183-LI 2X2AH",,"R 1,639.29","1639.29","2498","2872.7","34.38","858.71","0","Yes","Yes"
"GBU10","Gu 10 5w Globe",,"R 0.00","0","95","109.25","0","95","20","Yes","Yes"
"GC200M","200MM G-Clamp",,"R 113.09","113.09","135.71","156.07","16.67","22.62","10","Yes","Yes"
"GC250MM","250MM G-Clamp",,"R 150.83","150.83","180.99","208.14","16.66","30.16","10","Yes","Yes"
"GCT","Grey Counter Top",,"R 1,125.00","726.41","1699","1953.85","57.24","972.59","5","Yes","Yes"
"GD11564","Grinding Disc 115x6.4mm",,"R 14.00","7.78","26","29.9","70.08","18.22","18","Yes","Yes"
"GD115x7S","Grinding Disc 115 x 7.0 PSF STEEL",,"R 12.67","12.67","41.99","48.29","69.83","29.32","-30","Yes","Yes"
"Gd120150","GOLD DISC (50 PIECES) 120 GRIT 150MM X 6+1 HOLES HOOK AND LOOP",,"R 0.00","0","292.05","335.86","0","292.05","2","Yes","Yes"
"Gd220150","GOLD DISC (50 PIECES) 220 GRIT 150MM X 6+1 HOLES HOOK AND LOOP",,"R 0.00","0","292.05","335.86","0","292.05","2","Yes","Yes"
"GD320150","GOLD DISC (50 PIECES) 320 GRIT 150MM X 6+1 HOLES HOOK AND LOOP",,"R 0.00","0","292.05","335.86","0","292.05","2","Yes","Yes"
"GD5080150","GOLD DISC (50 PIECES) 80 GRIT 150MM X 6+1 HOLES HOOK AND LOOP",,"R 0.00","0","304.6","350.29","0","304.6","2","Yes","Yes"
"G-Disc","Grinding disc for Steel",,"R 37.80","37.8","0","0","0","-37.8","0","Yes","Yes"
"GDS230622","GRINDING DISC FOR STEEL 230 X 6.0 X 22.2MM",,"R 39.00","39","56.4","64.86","30.85","17.4","-590","Yes","Yes"
"GDT25M","Green Duct Tape",,"R 0.00","0","70","80.5","0","70","0","Yes","Yes"
"GE3KW","Orange Geyser Element 3KW Spiral",,"R 267.34","267.34","441.24","507.43","39.41","173.9","0","Yes","Yes"
"GFF","GOLDAIR Floor Fan",,"R 1,607.83","0.86","2200","2530","99.96","2199.14","10005","Yes","Yes"
"GFHF5l","Grey Flash Harry Fibre Flex 5L",,"R 0.00","0","568","653.2","0","568","1","Yes","Yes"
"GfPE","GRINDING DISC FOR STEEL 115 X 6.0 X 22.2MM",,"R 0.00","0","20.81","23.93","0","20.81","10","Yes","Yes"
"GG","Glue Gun",,"R 183.54","111.89","305","350.75","63.31","193.11","12","Yes","Yes"
"GG18E","Bosch PKP 18 E Glue Gun",,"R 274.10","1.64","345","396.75","99.52","343.36","999","Yes","Yes"
"GG220","Glue Gun 220W",,"R 0.00","0","300","345","0","300","9","Yes","Yes"
"GG500gr","Grease Gun 500gr",,"R 326.00","54.33","279","320.85","80.53","224.67","6","Yes","Yes"
"GGS10","Glove goatskin Tig 10",,"R 18.70","51.1","76","87.4","32.76","24.9","99","Yes","Yes"
"GH1230","GAR Hose 1/2 x 30M + FIT Watex",,"R 349.11","174.56","730","839.5","76.09","555.44","2","Yes","Yes"
"GHFF","50MM STF Plastic Y Type Screen Filter",,"R 178.96","178.96","620.4","713.46","71.15","441.44","1","Yes","Yes"
"GL18","Grease Lithium Ep2 18kg",,"R 1,395.65","279.13","1999","2298.85","86.04","1719.87","5","Yes","Yes"
"GLB","Glove Latex Box",,"R 0.00","0","62","71.3","0","62","10000","Yes","Yes"
"GLG","Gripper Latex Gloves",,"R 10.29","0.75","55","63.25","98.64","54.25","1030","Yes","Yes"
"GLSD","35 KG 11x300 Glue stick /KG",,"R 90.73","90.73","279.95","321.94","67.59","189.22","0","Yes","Yes"
"GLSK","Glue Stick",,"R 90.73","0.3","230","264.5","99.87","229.7","9983","Yes","Yes"
"GLVNTRL","Glove Nitrile Blue Large(P/100)",,"R 510.00","42.62","250","287.5","82.95","207.38","182","Yes","Yes"
"GLVP-U BLCK MD","GLOVE P-U BLACK MED",,"R 8.95","8.95","18","20.7","50.28","9.05","-25","Yes","Yes"
"GMI10mm","Quick Coupler Insert German 10mm",,"R 126.09","14.01","35","40.25","59.97","20.99","9","Yes","Yes"
"GN18","Grease Nipple BSP 1/8(each)",,"R 0.00","0","5.11","5.88","0","5.11","0","Yes","Yes"
"GP5","Grey Primer 5 Litre",,"R 0.00","0","1010","1161.5","0","1010","4","Yes","Yes"
"GPGB63","GENEBRE PRESSURE GAUGE 25 BAR 63mm FACE 8mm BOTTOM INLET 3822 025",,"R 0.00","0","418.6","481.39","0","418.6","2","Yes","Yes"
"GPKRW","GLOVE PVC KNIT RUFF WR/L H/D",,"R 12.65","12.65","37","42.55","65.81","24.35","10","Yes","Yes"
"Gplrg","Glove PU Large (Red/Blck)",,"R 0.00","0","61","70.15","0","61","-73","Yes","Yes"
"Gpm615","GAL PIPE MED 6M x 15mm (1/2)",,"R 0.00","0","476","547.4","0","476","20","Yes","Yes"
"GPPLV5","Glove Procut Puralite LV5",,"R 8.95","8.06","54","62.1","85.07","45.94","1062","Yes","Yes"
"GPT600","General Purpose T-Square 600mm",,"R 0.00","0","698.6","803.39","0","698.6","5","Yes","Yes"
"GPUBM","Glove P U black medium",,"R 10.29","0.51","18.85","21.68","97.29","18.34","970","Yes","Yes"
"GQC14M","GAV QUICK COUPLER/INSERTS ARO 1/4 M",,"R 0.00","0","27.43","31.54","0","27.43","1","Yes","Yes"
"GQCI12","German Quick Coupler Insert 12mm",,"R 0.00","0","69","79.35","0","69","2","Yes","Yes"
"GR2015","GAL RED BUSH 20-15mm",,"R 0.00","0","13","14.95","0","13","20","Yes","Yes"
"GR300SB","Paralegic Side Bent Grab Rail 300x300x300mm",,"R 0.00","0","798.32","918.07","0","798.32","0","Yes","Yes"
"GR60APN","GAV LONG NECK Air Gun 60AP",,"R 0.00","0","290","333.5","0","290","-20","Yes","Yes"
"Grb158","GALVANISED REDUCING BUSH 15X8mm",,"R 6.94","2.78","11","12.65","74.73","8.22","5","Yes","Yes"
"GRF48","Gas Refill 48 KG",,"R 25.00","25","1750","2012.5","98.57","1725","-8","Yes","Yes"
"GRN CHMCL","Green chemical gloves",,"R 16.00","12.57","34","39.1","63.03","21.43","977","Yes","Yes"
"GRPS","Paralegic Suit Grab Rail 750 mm",,"R 0.00","0","739.08","849.94","0","739.08","0","Yes","Yes"
"GRYDST","Grey Double Sided Tape 10mm",,"R 53.53","0.02","85","97.75","99.98","84.98","10003","Yes","Yes"
"GS","Green Spray 350ml",,"R 63.00","0.02","119","136.85","99.98","118.98","100000","Yes","Yes"
"GS1250","GALV STAPLES 18G T50 10MM X 1250PCS MILES",,"R 0.00","0","52.4","60.26","0","52.4","5","Yes","Yes"
"GS15","GAL SOCKET 15mm (1/2)",,"R 0.00","0","13","14.95","0","13","20","Yes","Yes"
"GS350ML","Green Spray 350ml",,"R 0.00","0","40.99","47.14","0","40.99","10000","Yes","Yes"
"GSE","Gas Lighter (each)",,"R 19.50","11.7","66","75.9","82.27","54.3","-2","Yes","Yes"
"GSE25MM","Galvanised Saddle Elect 25mm",,"R 0.00","0","1.5","1.73","0","1.5","0","Yes","Yes"
"GSM166","M6x16 S/S A2 SKT GRUB/100",,"R 0.00","0","59.48","68.4","0","59.48","-1","Yes","Yes"
"GSM6","Grub Screw M6x25",,"R 74.69","0.19","285.5","328.33","99.93","285.31","1000","Yes","Yes"
"GSM6X20","Grub Screw M6x20",,"R 105.60","0.11","230.5","265.08","99.95","230.39","1000","Yes","Yes"
"GSP200","Gas Strut Pump to 810 NM",,"R 120.00","120","165.23","190.01","27.37","45.23","8","Yes","Yes"
